"city","site","mean_01","mean_04","mean_06","mean_08","mean_11","mean_16","mean_19"
"autx","AUTX-C01-EML",1.42176284811944,1.50014355440712,1.66322136089578,2.12747631352283,2.27619867929945,2.61297731840367,2.85271317829457
"autx","AUTX-C01-WBP",7.07055127106541,8.09740074264496,8.44844330191374,8.75121393887461,9.02542130819766,9.2513567552128,9.35904027420737
"autx","AUTX-C02-BOG",38.3133772558006,39.044972787167,40.5557146949298,41.7350329418505,42.5319392724148,44.4975651675738,45.5007161271842
"autx","AUTX-C02-PEA",43.9530085959885,44.1882521489971,44.5106017191977,45.7767908309456,47.0819484240688,48.2489971346705,49.265329512894
"autx","AUTX-C02-RBI",14.7644203312393,14.9565962307253,15.1827527127356,15.2675613934894,15.5508280982296,15.8155339805825,16.2966876070817
"autx","AUTX-C02-ROY",16.1243937232525,16.5937232524964,16.7589158345221,16.9155492154066,17.6456490727532,17.9289586305278,18.1389443651926
"autx","AUTX-C02-ZIL",22.8905801263642,23.2650775416427,23.566341183228,24.0465249856404,24.8047099368179,26.3831131533601,27.6895462377944
"autx","AUTX-C03-HOR",13.0126110633419,13.4528518200057,14.5047291487532,15.7586701060476,16.530237890513,17.1175121811407,17.4239036973345
"autx","AUTX-C03-MON",28.6441454337246,28.8562839965646,31.3280847409104,36.7328943601489,37.4886916690524,39.1900944746636,42.2854279988548
"autx","AUTX-C03-ONI",0.571183533447684,0.635220125786163,0.650657518582047,2.30760434534019,2.40508862206975,2.47770154373928,2.47770154373928
"autx","AUTX-H02-BLU",47.0440755580996,47.7707498568975,48.3654836863194,49.3236977676016,49.7263880938752,50.2478534630796,50.6242129364625
"autx","AUTX-WL1-DEL",58.5793696275072,58.8303724928367,59.2713467048711,59.8358166189112,60.1713467048711,61.0051575931232,61.6037249283668
"autx","AUTX-WL10-HIG",61.5523372526527,61.6524232864927,61.7929452251219,61.9784915400057,62.3025523372526,62.9598508746774,63.5712646974477
"autx","AUTX-WL4-UTA",68.0171722953635,68.6854607899256,69.0686891814539,69.9937034917001,70.6130509444762,71.319118488838,71.7844876931883
"autx","AUTX-WL8-WRI",40.2256586483391,40.3585337915235,41.8404925544101,42.6643757159221,43.2247995418099,44.9475945017182,45.6781214203895
"autx","AUTX-WL9-REI",64.4119163563449,64.562589515898,64.6826124319679,65.1678602119736,65.3239759381266,65.7610999713549,66.1566886279003
"autx","AUTX_BCG",27.7661036358431,28.0168909247066,28.4772401946751,28.9352991697681,30.5233323790438,31.5576868021758,32.4594904093902
"autx","AUTX_BDP",40.8349070100143,41.2532188841202,41.5748211731044,42.2002861230329,42.3436337625179,43.9585121602289,46.2440629470672
"autx","AUTX_BRDP",23.49685174585,23.7581568402977,23.9504865483686,25.0188895248998,25.3093875214654,27.5002862049227,28.8417286777333
"autx","AUTX_BRP",7.25473865594486,7.6180356117174,14.6576680068926,20.2174037909248,20.3730614589316,21.2085008615738,21.5491097070649
"autx","AUTX_CF",1.36238532110092,1.38790137614679,1.40080275229358,1.53297018348624,1.64908256880734,2.36811926605505,2.48853211009174
"autx","AUTX_CRWS",30.1993698080779,30.4471498138069,30.7281581208823,31.0011458034947,31.6324835290748,32.0461185906617,33.9736465196219
"autx","AUTX_DNP",63.59368723099,63.848493543759,64.2812051649928,65.0401721664276,65.4364418938307,65.961262553802,66.3698708751793
"autx","AUTX_EW/FG",35.6222732491389,35.8490241102181,36.3185993111366,36.8458668197474,37.2517221584386,38.1762342135476,39.3183122847302
"autx","AUTX_GVP",32.5398280802292,32.8363896848138,33.4828080229226,34.9991404011461,35.374212034384,36.2275071633238,38.2154727793696
"autx","AUTX_MFBCP",40.5320549513452,41.0289066971952,41.353463079565,42.4576416714367,43.7149398969662,45.8969662278191,47.4278763594734
"autx","AUTX_PLC",26.8646788990826,27.2772362385321,28.5272362385321,29.2012614678899,29.4641628440367,30.0625,30.9974197247706
"autx","AUTX_SONP",17.6899713467049,18.8143266475645,18.9017191977077,19.1103151862464,19.1914040114613,19.4839541547278,19.5991404011461
"autx","AUTX_TNP",30.0137299771167,30.2911899313501,30.6310068649886,31.8950228832952,33.5737986270023,35.7365560640732,37.83323798627
"autx","AUTX_WBCG",43.1978179730118,43.5544071202986,44.0904392764858,45.3646281940856,46.2563881711169,48.1570485213896,49.3413723801321
"autx","Berg",4.84868421052632,5.83895881006865,8.71824942791762,8.77688787185355,9.45652173913044,10.6061212814645,10.6973684210526
"autx","OSA",3.4197247706422,3.56450688073395,3.71760321100917,3.78841743119266,3.80332568807339,5.46989678899083,7.65137614678899
"boma","ALN",38.1793182469207,38.2297336006875,38.8126611286164,38.8370094528788,39.2096820395302,39.4503007734174,39.5918075050129
"boma","ARB1",44.135166093929,44.2691867124857,44.7428407789233,44.7671821305842,44.799255441008,45.0366552119129,45.0747422680412
"boma","ARB2",53.9979965655409,54.0289066971952,54.4845449341729,54.5085861476817,54.881511161992,55.0040068689181,55.1202060675444
"boma","BDL",25.0263685869877,25.3588420750932,25.9767841788478,26.1347090856979,26.4462596732588,26.6666666666667,26.8822012037833
"boma","BNC",38.348983681649,38.6842255940452,39.3884912682508,40.0031491554538,40.4397366160893,40.9438877755511,41.5084454623533
"boma","BRA",29.8174012593017,29.9069834001145,30.7066399542072,30.7458500286205,30.7999427590155,31.1242129364625,31.310818546079
"boma","BRD1",7.25135986258231,7.27197251646149,8.00572573718866,8.2651016318351,8.99341540223304,9.13340967649585,9.20183223590037
"boma","BRD2",15.2269991401548,15.2633992548008,15.5153339065635,15.5563198624248,15.7942103754657,15.963599885354,16.1272570937231
"boma","BRT",64.3178561192319,65.0435654915449,65.3267411865864,65.4898251648037,65.8764689022643,66.6617942103755,67.0071653768988
"boma","BSU",22.0420721236405,22.0580995993131,23.0967372638809,23.5518030910132,24.1319404693761,24.3963938179737,24.6322266742988
"boma","DAN",28.5716738197425,28.7424892703863,30.1167381974249,30.4798283261803,30.6629470672389,31.4349070100143,32.1344778254649
"boma","EVR",49.37313860252,49.4518900343643,49.5469644902635,49.6726804123711,49.8949026345934,50.3267468499427,50.8748568155785
"boma","FRPO1",48.2907110091743,48.3104931192661,48.3546444954128,48.3778669724771,48.4025229357798,48.7838302752294,48.827121559633
"boma","FRPO2",41.3034997131383,41.4236947791165,41.54446356856,41.5559380378658,41.6199082042456,42.0998278829604,42.4480780263913
"boma","FVW",58.7724413950829,58.7844482561464,59.1403659233848,59.152944539737,59.1883933676387,59.393653516295,59.4951400800457
"boma","GLD",61.9426934097421,61.9426934097421,62.0286532951289,62.5100286532951,62.521776504298,63.0126074498567,63.2332378223496
"boma","GRT",1.59942611190818,1.62094691535151,1.73371592539455,1.74921090387374,1.74921090387374,1.76154949784792,1.81434720229555
"boma","HAB",30.788130733945,30.9908256880734,31.6287270642202,31.6912270642202,31.8695527522936,32.7130160550459,33.1473623853211
"boma","HAL",70.1031223145231,70.2784302492123,70.5918075050129,70.6425093096534,70.740761959324,71.2944714981381,71.3652248639358
"boma","MTA",45.7400515316347,46.3584311480103,46.7248783280847,46.9281419982823,47.2931577440595,48.0460921843687,48.5762954480389
"boma","MUS",29.2618160985391,29.5577198510455,29.9601833285592,30.0839301059868,30.0959610426812,30.3935835004297,30.8811228874248
"boma","PKN",17.1748712077848,17.3497424155695,17.463651974814,17.5767029192902,17.756725815684,18.2246708643389,18.5022896393818
"boma","SRN",57.3381047809906,57.3967935871744,57.4852562267392,57.5021471514457,57.5156026338391,57.5785857429144,57.5785857429144
"boma","STN",22.7829079437912,22.7972469171207,23.2460567823344,23.2821909951248,23.7863492973903,23.9159736162891,24.0071694866648
"boma","STR",4.22269991401548,4.36371453138435,4.67612496417312,4.75695041559186,4.95385497277157,5.23703066781313,5.37116652335913
"boma","TKR",13.5749069034661,14.189630478373,14.7825837868806,14.8172443425952,15.2987682612432,15.4454311085649,15.5743340017187
"boma","ZNE",43.2283915283343,43.3543216943331,43.3955352032055,43.4081282198054,43.4925586720092,43.6161991986262,43.6986262163709
"chil","C04-MBP1",50.6115087317492,50.6115087317492,50.6115087317492,50.6115087317492,50.623246492986,51.0752934440309,51.1139421700544
"chil","C05-BEA1",30.4622668579627,30.5365853658537,31.1024390243902,31.196843615495,31.2820659971306,31.5377331420373,31.6094691535151
"chil","C05-BMP1",22.2395982783357,22.3893830703013,22.4476327116212,22.4602582496413,22.5170731707317,22.8266857962697,22.9560975609756
"chil","C05-BMP2",19.0829268292683,19.122525107604,20.1942611190818,20.345193687231,20.3595408895265,20.5463414634146,20.5578192252511
"chil","C05-EGG1",46.0717154331612,46.1425702811245,46.2730923694779,46.3660355708548,46.4945496270797,47.5963855421687,47.6692484222605
"chil","C05-SPA1",41.23522694833,41.3614045104196,41.6928347131031,49.7767627747645,50.7896089066514,50.9497573508421,51.1687125321153
"chil","C06-BEA2",20.9419873635841,20.9862148190695,21.0430786904078,21.2254451464675,21.2992533026996,21.5804135554279,21.5919012062033
"chil","C06-HMP1",30.5154550658271,30.5701202060675,30.6797366914711,31.8216943331425,32.7077847738981,32.8609044075558,32.9593589009731
"chil","D02-BMT1",84.7467884670283,84.7801884099343,84.8389951470168,84.8646874107908,84.8761061946903,84.9140736511562,84.9257779046532
"chil","D02-HUP0",63.9276485788114,64.152741889176,64.2431811656618,64.3476887740454,64.5041630778065,64.6925064599483,64.7628481194373
"chil","D02-JBS1",37.7268558326168,37.9340785325308,38.0604757810261,38.0888506735454,38.164803668673,38.5597592433362,38.6256807108054
"chil","D02-MDU1",4.42432045779685,4.57768240343348,4.57768240343348,6.19170243204578,6.44663805436338,6.83605150214592,6.86094420600858
"chil","D02-MOP1",77.6428776153626,77.6428776153626,77.6428776153626,77.6669532817426,77.6669532817426,77.7901977644024,77.7901977644024
"chil","D02-RCP1",77.0360618202633,77.0595306239267,77.3692043503148,77.4129937034917,77.4275901545507,77.8955352032055,77.9496279336005
"chil","D02-SCP1",81.090206185567,81.090206185567,81.1583619702176,81.1703894616266,81.1703894616266,81.1947308132875,81.1947308132875
"chil","D03-AFP1",75.5127543708799,75.524505588994,75.524505588994,75.524505588994,75.524505588994,75.524505588994,75.524505588994
"chil","D03-AMP1",70.5385276425093,70.5385276425093,70.5522772844457,70.5522772844457,70.5522772844457,70.5522772844457,70.5522772844457
"chil","D03-CHP1",72.2607573149742,72.2607573149742,72.2897303499713,72.2897303499713,72.2897303499713,72.3014916810098,72.3014916810098
"chil","D03-GOM1",48.9730967372639,48.9848311390956,49.1843159702347,49.2132226674299,49.2467086433887,49.5128792215226,49.629937034917
"chil","D03-HOR1",65.76205510907,65.9385763490241,66.0419058553387,66.1317451205511,66.1948909299656,66.9985648679679,67.0485074626866
"chil","D03-NPV1",46.4224706219547,46.487532244196,46.5477214101462,46.5477214101462,46.5755230725136,46.8870736600745,46.9246202350244
"chil","D03-STB1",77.4047004872456,77.4296359988535,77.4686156491831,77.4809400974491,77.5222126683864,77.5465749498424,77.5617655488679
"chil","D04-DNP1",58.8095238095238,58.8227194492255,58.8227194492255,58.8356282271945,58.8493975903614,59.4956970740103,59.5361445783133
"chil","D04-EDW0",36.8566113337149,36.8941041785919,37.4908414424728,37.4908414424728,37.5380652547224,37.7009158557527,37.7009158557527
"chil","D04-FGP1",57.1102835863649,57.1102835863649,57.1718705242051,57.1844743626468,57.1844743626468,57.2474935548553,57.2474935548553
"chil","D04-RDP1",60.707916547585,60.7459274078308,60.8179479851386,60.8585310088597,60.9202629322664,60.9622749356959,61.0971706201772
"chil","D04-ROS0",56.5342308794042,56.55027212833,56.5746204525924,56.5746204525924,56.5949584646233,56.9217989114867,56.9974219421369
"chil","D05-ADC2",38.3104734576758,38.3279770444763,38.3589670014347,38.3589670014347,38.4103299856528,38.5337159253945,38.6117647058824
"chil","D05-BRP1",52.4468633629333,52.4468633629333,52.4468633629333,52.4468633629333,52.4468633629333,52.5499856774563,52.5875107419078
"chil","D05-MIA1",55.6013745704467,55.631156930126,55.7454180985109,55.7588774341352,55.9831042382589,56.0578465063001,56.1388888888889
"chil","D05-PRC1",43.9307185800172,43.9307185800172,43.9682221586029,43.9816776409963,43.9816776409963,44.1560263383911,44.2442026910965
"chil","D06-KCG1",32.2241921647126,32.7108950529025,35.0145839290821,35.8764655418931,35.9313697454961,36.8267086073778,37.0783528738919
"chil","D07-ASC0",27.6975344036697,27.9042431192661,28.4420871559633,28.4681766055046,28.5126146788991,28.913130733945,29.1373279816514
"chil","D07-NOC1",26.5436337625179,26.5868383404864,27.050643776824,27.050643776824,27.0884120171674,27.4915593705293,27.820886981402
"chil","D08-CCC1",32.9421037546575,32.9916881627974,33.4565778159931,33.5147606764116,33.7211235310977,35.0065921467469,35.6113499570077
"chil","D08-DAW0",26.4988532110092,26.5123279816514,26.6267201834862,26.7170298165138,26.8365825688073,27.2336582568807,27.3598050458716
"chil","D08-DAW2",27.1162857142857,27.1297142857143,27.2257142857143,27.2662857142857,27.2662857142857,27.302,27.3394285714286
"chil","D09-CLG0",17.4459730581829,17.4806534823732,21.9567211235311,22.0682143880768,22.1456004585841,22.2613929492691,22.7099455431356
"chil","D09-RYW1",8.47867162897223,8.51646149441741,8.59748067563699,8.59748067563699,8.60921843687375,8.65502433438305,8.67277411966791
"chil","D09-VTC1",27.3931232091691,27.4383954154728,28.0790830945559,28.8352435530086,29.2312320916905,29.7174785100287,30.5406876790831
"chil","D10-CAN0",31.8833476640871,31.8953854972772,32.0796789911149,32.0920034393809,32.1163657208369,32.1547721410146,34.7793063915162
"chil","D10-MAC1",2.89527896995708,3.3170243204578,3.43834048640916,3.64005722460658,3.72503576537911,3.84949928469242,3.93190271816881
"chil","D10-VHC1",46.5212034383954,46.6492836676218,47.2893982808023,47.3845272206304,47.5340974212034,48.1174785100287,48.3865329512894
"chil","J01-BBS1",44.9994274262811,45.7726882336101,45.7995991983968,45.8454050959061,45.8960778700258,46.0200400801603,46.0575436587461
"chil","J01-CLP1",79.9962707974756,80.0384394721744,80.1586345381526,80.2512908777969,80.2923121055651,80.5418818129662,80.5912220309811
"chil","J01-LMP1",47.9352249928346,48.4918314703353,48.6274004012611,48.6918887933505,48.7841788478074,49.2103754657495,49.4261966179421
"chil","J01-NOR1",31.8403433476395,32.5092989985694,33.0128755364807,33.2191702432046,33.31330472103,33.5776824034335,33.5776824034335
"chil","J01-SEP1",83.2801377726751,83.3886337543054,83.9279563719862,84.0479334098737,84.0952927669346,84.4032721010333,84.4032721010333
"chil","J01-SKP1",85.3283710277698,85.3724592041225,85.3987975951904,85.4574864013742,85.4574864013742,85.4342971657601,85.5012882908674
"chil","J01-UIC1",82.0740528128588,82.3771526980482,82.910447761194,83.2181400688863,83.2643513203215,83.7330654420207,83.7898966704937
"chil","R02-DPG1",65.1687230989957,65.2318507890961,65.406599713056,65.4301291248207,65.5245337159254,65.8301291248207,65.9107604017217
"chil","R02-FRP1",75.0662270642202,75.0662270642202,75.228497706422,75.2399655963303,75.2657683486239,75.2772362385321,75.2898509174312
"chil","R02-HRF1",71.1507595299513,71.2450558899398,71.3132702780166,71.3880768128404,71.4227572370307,71.5104614502723,71.5606190885641
"chil","R03-AUP1",65.2669527896996,65.2915593705293,65.5161659513591,65.5636623748212,65.5636623748212,65.5636623748212,65.5636623748212
"chil","R03-CPG1",61.1022922636103,61.1338108882521,61.2495702005731,61.2624641833811,61.2893982808023,61.4888252148997,61.547564469914
"chil","R03-EUC1",64.7469188879335,64.7469188879335,64.7469188879335,64.7469188879335,64.7469188879335,64.7965032960734,64.8205789624534
"chil","R03-MAP1",66.6173938002296,66.6173938002296,66.685132032147,66.7138346727899,66.7273249138921,66.7649253731343,66.7890355912744
"chil","R04-MMW0",41.7384835479256,41.7974248927039,42.0383404864092,42.0907010014306,42.2294706723891,42.8969957081545,43.1908440629471
"chil","R04-MMW3",40.8862138148467,40.8999713384924,40.9122957867584,40.9122957867584,40.9489825164804,41.1736887360275,41.2631126397249
"chil","R04-SCH1",63.697994269341,63.7097421203438,63.8286532951289,63.8790830945559,64.012893982808,64.5988538681948,64.8295128939828
"chil","R05-FMG1",43.1575636259651,43.2084643980555,43.8587360594796,44.1692879611095,47.1252502144695,48.168716042322,48.4395195882185
"chil","R05-GOC1",50.5857920366657,50.5975365224864,50.5975365224864,50.5975365224864,50.6121455170438,50.6553995989688,50.708106559725
"chil","R05-MTC1",49.5931863727455,49.6129401660464,49.6246779272831,49.6246779272831,49.653020326367,49.7881477240195,49.9473232178643
"chil","R05-STP1",69.1336959633553,69.1336959633553,69.1457200114515,69.1657600916118,69.1657600916118,69.2287432006871,69.265674205554
"chil","R06-OTB1",54.3535816618911,54.4008595988539,54.6151862464183,54.6277936962751,54.6521489971347,55.0919770773639,55.8
"chil","R06-SLT2",43.012324448266,43.012324448266,43.012324448266,43.0266552020636,43.0470048724563,43.1860131842935,43.5331040412726
"chil","R06-YOW1",40.9098196392786,40.9098196392786,41.1133695963355,41.5951903807615,41.7426281133696,43.8634411680504,44.0732894360149
"chil","R07-FSP1",54.9730427301405,54.9730427301405,55.4559793518784,55.4926871236019,55.5041583022656,55.7241181531402,57.8695153427015
"chil","R07-GOF1",37.8451834862385,37.8813073394495,37.913130733945,37.913130733945,37.913130733945,38.6634174311927,38.7912844036697
"chil","R07-MMP1",39.0701202060675,39.0701202060675,39.0835718374356,39.09874069834,39.1262163709216,39.1983400114482,39.3308528906697
"chil","R07-YHR1",45.5862660944206,45.5862660944206,45.5982832618026,45.6100143061516,45.6354792560801,46.5748211731044,47.0111587982833
"chil","R08-DAP1",37.3758235462618,37.3872815812088,37.4139215124606,37.4872529361215,37.4872529361215,37.6903466055571,37.8029217989115
"chil","R08-PAP1",45.6104901117799,45.658354829464,45.8245915735168,45.9469762109487,46.0570364001146,46.67067927773,46.7853253081112
"chil","R08-VLG1",42.6275684931507,42.7471461187215,42.8418949771689,42.8670091324201,42.8904109589041,43.1384132420091,43.2525684931507
"chil","R08-WBK1",35.573930519667,35.5891472868217,35.9023830031582,36.1926500143554,36.289979902383,36.7746195808211,36.810221073787
"chil","R09-BLW1",40.2421293646251,40.2761877504293,40.5961648540355,40.787922152261,40.9273039496279,41.3852318259874,41.8574699484831
"chil","R09-CTG0",16.0031527658355,16.0432788764689,16.1057609630267,16.1209515620522,16.1209515620522,16.2505015763829,16.5867010604758
"chil","R09-LIM0",33.8988538681948,33.8988538681948,34.189111747851,34.2277936962751,34.2426934097421,34.5283667621776,34.6618911174785
"chil","R09-SMI1",30.5928469241774,30.5928469241774,30.6194563662375,30.644635193133,30.644635193133,30.8243204577969,30.9353361945637
"chil","R10-FRM1",23.3301805674979,23.9951275437088,24.0108913728862,24.4528518200057,25.3628546861565,25.4614502722843,26.2066494697621
"chil","R10-FRM2",11.7364052661706,12.1617057813394,12.5243274184316,12.6651402404121,13.4015455065827,13.5864338866629,13.7922152261019
"chil","R10-WCP0",30.1397880263535,30.324548839874,30.6339157834431,30.7267258665139,30.8510455456889,31.1334861071326,31.3709538814093
"chil","R10-WDW0",29.8015530629853,29.8015530629853,30.1777394305436,30.203911417889,30.3152142651711,30.5846994535519,30.6246764452114
"chil","S02-BNS1",43.3991391678623,43.5104734576758,43.5532281205165,43.5661406025825,43.5896700143472,43.7718794835007,43.8401721664275
"chil","S02-BRI1",80.7033849684452,80.7541594951233,80.8221457257602,80.8221457257602,80.8221457257602,80.8479632816982,80.8600114744693
"chil","S02-MCP1",76.4106529209622,76.4524627720504,76.5008591065292,76.5160366552119,76.5976517754868,76.7465635738832,76.7465635738832
"chil","S02-PIP1",78.2431113662457,78.2431113662457,78.2672215843858,78.294776119403,78.294776119403,78.4150401836969,78.4667049368542
"chil","S02-PLP1",85.0965063001145,85.1466208476518,85.2153493699885,85.2290950744559,85.2534364261168,85.2674684994273,85.2792096219931
"chil","S02-TNW1",39.175965665236,39.3822603719599,39.6226037195994,39.6941344778255,39.934477825465,41.161087267525,41.2755364806867
"chil","S03-JKP2",29.7194842406877,29.7925501432665,29.9358166189112,30.5587392550143,30.6951289398281,31.4518624641834,31.7727793696275
"chil","S03-LCP1",73.0002865329513,73.0286532951289,73.0808022922636,73.1214899713467,73.1444126074499,73.6280802292264,73.6822349570201
"chil","S03-PSP1",73.0080275229358,73.0080275229358,73.0080275229358,73.0226490825688,73.0226490825688,73.629873853211,73.6553899082569
"chil","S03-VIP1",73.2532262689991,73.2692859191282,73.2692859191282,73.2692859191282,73.2692859191282,73.2836248924577,73.2836248924577
"chil","S03-WAP1",85.2241576242147,85.2241576242147,85.2372929754426,85.2507138777841,85.2507138777841,85.3049685893775,85.3049685893775
"chil","S04-HAP1",72.2244839449541,72.2961582568807,72.3081995412844,72.3357224770642,72.3357224770642,72.3471903669725,72.3770068807339
"chil","S04-OTW1",40.9583931133429,40.9747489239598,41.0559540889527,41.0674318507891,41.1443328550933,41.2826398852224,41.3113342898135
"chil","S04-SSP1",61.4942693409742,61.5441260744986,61.5567335243553,61.5567335243553,61.5567335243553,61.869340974212,61.8942693409742
"chil","S05-LNC1",46.2745490981964,46.8491268250787,46.9052390495276,47.0397938734612,47.1365588319496,47.3089035213284,47.3870598339536
"chil","S05-RES1",53.4082450615517,53.4523332379044,53.931291153736,54.010592613799,54.0240480961924,54.4975665616948,55.276266819353
"chil","S05-SFP0",44.0243553008596,44.0722063037249,44.6157593123209,44.8810888252149,44.904011461318,46.6126074498567,46.7031518624642
"chil","S06-CBW0",15.2943536830037,15.3072513614216,15.3680137575236,16.4132989395242,16.6165090283749,16.6552020636285,16.6979077099455
"chil","S07-ARG1",13.0272050400916,13.0400916380298,13.0538373424971,13.3321878579611,13.8387743413517,14.9086483390607,15.0126002290951
"chil","S07-ARG2",27.8037249283668,27.8249283667622,28.434670487106,29.4638968481375,30.1034383954155,30.9561604584527,31.2074498567335
"chil","S07-STJ1",14.5294959908362,14.6202749140893,15.9069301260023,16.2766323024055,16.713058419244,17.6995990836197,17.7820733104238
"chil","S08-WGL1",10.4493417286777,10.8497424155695,11.3548941041786,11.5466514024041,11.7604464796794,13.9238694905552,14.0420721236405
"chil","S08-WGL3",3.00629470672389,3.05407725321888,3.09556509298999,3.30586552217453,3.38998569384836,3.40400572246066,3.41573676680973
"chil","S09-KTP1",4.91559370529328,5.19713876967096,5.96909871244635,11.9836909871245,13.1399141630901,14.3270386266094,14.8220314735336
"chil","S09-SMC1",29.8308486238532,30.4592889908257,35.9698967889908,38.2657683486239,39.5607798165138,40.2399655963303,40.3933486238532
"chil","S09-VTW0",30.3718794835007,37.8846484935438,43.4364418938307,44.1394548063128,44.7540889526542,47.1233859397418,47.4335724533716
"chil","S10-ILC1",19.5470183486239,19.7479931192661,20.6981077981651,20.8643922018349,20.901376146789,21.0160550458716,21.0412844036697
"chil","S10-LEW1",16.7214572576018,16.7403901319564,17.2317842799771,17.3278829604131,17.4165232358003,18.6600688468158,18.8373493975904
"chil","S10-LPC1",43.5919655667145,43.5919655667145,43.9319942611191,43.9440459110473,43.9738880918221,44.0347202295552,44.1334289813486
"chil","S10-LPP0",9.96594161419576,9.98196908986835,10.0054378935318,10.1313680595306,10.1691471093303,10.2212364052662,10.2753291356611
"deco","E01-CHE1",49.979667812142,49.9951317296678,50.048969072165,50.0962199312715,50.2497136311569,50.5587056128293,50.6970217640321
"deco","E01-CON1",41.5838580423583,41.5838580423583,41.6462507155123,41.6720091585575,41.7676016027476,42.0360618202633,42.1525472238122
"deco","E01-CPE1",30.4425665998281,30.5643082211401,30.6903466055571,30.797192781438,30.8768261243197,31.281294757949,31.8559152105414
"deco","E01-CPW1",43.9002579535684,44.0300945829751,44.256233877902,44.3462310117512,44.4350816852966,44.7019203210089,45.1080538836343
"deco","E01-SGP1",71.7672487832808,71.8740337818494,71.901517320355,71.9541941024907,72.2925851703407,72.7125679931291,72.7887202977383
"deco","E02-FTP1",47.4432370603374,50.6205318844724,51.6419788390049,52.1352587932514,52.284815556191,52.5130111524164,52.612525021447
"deco","E02-LIN1",49.9084911072863,49.9736087205967,50.013769363167,50.013769363167,50.025817555938,50.2478485370052,50.3459552495697
"deco","E02-MCN1",45.9200343938091,46.237603897965,46.6385783892233,46.8343364860992,46.8862138148467,46.9704786471768,46.9982803095443
